,nsga3_adaptation,custom_adaptation,anchors_adaptation,wip_adaptation,nsga3_confidence,custom_confidence,anchors_confidence,wip_confidence,nsga3_score,custom_score,anchors_score,wip_score,score_diff_custom_NSGA,score_diff_anchors_custom,score_diff_anchors_nsga,score_diff_anchors_wip,score_improvement_NSGA_custom[%],score_improvement_anchors_custom[%],score_improvement_anchors_NSGA[%],score_improvement_anchors_WIP[%],nsga3_time,custom_time,anchors_time,wip_time,speed-up_custom_NSGA,speed-up_anchors_NSGA,speed-up_anchors_custom,speed-up_WIP_anchors,iterations_anchors,iterations_wip
0,"[3.84841234e-01 6.89353753e-01 1.69559734e+01 2.00000000e+00
 2.20000000e+01 1.59863555e+04 8.60000000e+01]","[1.00000000e+02 0.00000000e+00 0.00000000e+00 2.00000000e+00
 2.20000000e+01 1.59863555e+04 8.60000000e+01]","[9.60000000e+01 7.53000000e-01 0.00000000e+00 2.00000000e+00
 2.20000000e+01 1.59863555e+04 8.60000000e+01]","[1.00000000e+02 1.34170000e+01 0.00000000e+00 2.00000000e+00
 2.20000000e+01 1.59863555e+04 8.60000000e+01]","[3.57967982e-01 2.30000000e-01 9.99856762e-01 1.20508506e-05
 7.55322797e-02 2.20000000e-01 1.20508506e-05 2.03527822e-04
 2.03527822e-04 2.03527822e-04 9.42099630e-01 8.31647853e-01]","[5.66918945e-01 3.60000000e-01 9.99503930e-01 2.64896362e-05
 1.05902055e-01 2.80000000e-01 2.64896362e-05 6.67267326e-04
 6.67267326e-04 6.67267326e-04 1.58779402e-01 7.44264598e-01]","[[5.66918945e-01 3.60000000e-01 9.99503930e-01 2.64896362e-05
  1.05902055e-01 2.80000000e-01 2.64896362e-05 6.67267326e-04
  6.67267326e-04 6.67267326e-04 1.58779402e-01 7.44264598e-01]]","[5.55672099e-02 1.60000000e-01 9.99773298e-01 2.07780735e-04
 1.51567385e-01 2.70000000e-01 2.07780735e-04 4.98390527e-04
 4.98390527e-04 4.98390527e-04 1.46691814e-01 1.43432082e-01]",280.7395140717842,398.0,393.247,384.583,117.26048592821581,-4.752999999999986,112.50748592821583,8.663999999999987,0.41768429469544743,-0.011942211055276347,0.4007540096384438,0.02252829688259748,4.267243146896362,3.4451746940612793,14.898564338684082,6.81140661239624,1.238614446533625,0.2864197549435335,0.23124205901610886,0.4571854346200621,1002,203
1,"[6.13386448e+01 5.26896913e+00 3.67889756e-01 4.00000000e+00
 2.10000000e+01 1.74365609e+04 4.10000000e+01]","[0.00000000e+00 0.00000000e+00 0.00000000e+00 4.00000000e+00
 2.10000000e+01 1.74365609e+04 4.10000000e+01]","[9.50000000e+01 5.50200000e+00 0.00000000e+00 4.00000000e+00
 2.10000000e+01 1.74365609e+04 4.10000000e+01]","[0.00000000e+00 1.34170000e+01 0.00000000e+00 4.00000000e+00
 2.10000000e+01 1.74365609e+04 4.10000000e+01]","[0.24344187 0.35       0.99993028 0.97227585 0.72331226 0.53
 0.97227585 0.92395138 0.92395138 0.92395138 0.5705126  0.81463624]","[1.45844262e-01 2.90000000e-01 9.99955843e-01 1.56944157e-05
 2.86631759e-02 4.50000000e-01 1.56944157e-05 5.73353537e-04
 5.73353537e-04 5.73353537e-04 3.21952337e-01 7.15059732e-01]","[[2.70861981e-01 1.40000000e-01 9.99884212e-01 1.53303396e-04
  5.08797745e-02 3.70000000e-01 1.53303396e-04 1.24885809e-04
  1.24885809e-04 1.24885809e-04 6.74835792e-01 8.14636235e-01]]","[4.68707648e-02 4.00000000e-02 9.99986433e-01 4.48224592e-05
 5.53430132e-02 2.00000000e-02 4.48224592e-05 1.21151118e-04
 1.21151118e-04 1.21151118e-04 4.70564941e-02 5.87578803e-02]",351.7017858849757,296.0,385.498,282.58299999999997,-55.70178588497572,89.49799999999999,33.79621411502427,102.91500000000002,-0.15837788751858378,0.3023581081081081,0.09609338215324656,0.36419388285919546,4.754202127456665,0.27963685989379883,3.813483476638794,0.31363773345947266,17.001342846083407,1.2466822412056235,0.07332845719847483,0.08224441914611706,198,4
2,"[1.11921678e+01 5.28166973e+00 4.02351348e-01 3.00000000e+00
 2.00000000e+00 3.34697890e+04 1.00000000e+00]","[1.0000000e+02 0.0000000e+00 0.0000000e+00 3.0000000e+00 2.0000000e+00
 3.3469789e+04 1.0000000e+00]","[9.5000000e+01 5.1634000e+00 0.0000000e+00 3.0000000e+00 2.0000000e+00
 3.3469789e+04 1.0000000e+00]","[0.0000000e+00 1.2929400e+01 0.0000000e+00 3.0000000e+00 2.0000000e+00
 3.3469789e+04 1.0000000e+00]","[0.96573827 0.37       0.99998316 0.98687868 0.86870387 0.21
 0.98687868 0.95888087 0.95888087 0.95888087 0.85288368 0.77933561]","[9.55534631e-01 2.40000000e-01 9.99983163e-01 3.33426516e-05
 6.83628697e-02 1.30000000e-01 3.33426516e-05 1.23205896e-03
 1.23205896e-03 1.23205896e-03 8.92749469e-01 6.86180888e-01]","[9.09755566e-01 2.50000000e-01 9.99983163e-01 3.33426516e-05
 6.83628697e-02 1.60000000e-01 3.33426516e-05 1.23205896e-03
 1.23205896e-03 1.23205896e-03 8.78363617e-01 7.44056585e-01]","[1.69576948e-01 8.00000000e-02 9.99986295e-01 9.23167984e-05
 5.10439130e-02 5.00000000e-02 9.23167984e-05 1.39986924e-04
 1.39986924e-04 1.39986924e-04 2.84650169e-02 1.36277657e-01]",302.5081467243544,397.0,386.8366,284.0706,94.49185327564561,-10.163400000000024,84.32845327564559,102.76599999999996,0.31236135059115167,-0.025600503778337592,0.2787642388767987,0.361762181654842,6.167630672454834,3.4385228157043457,3.8025288581848145,0.3483874797821045,1.7936861271608167,1.6219812925756547,0.9042726416929202,0.09161994366780735,198,5
3,"[4.17022005e+01 7.20324493e+01 1.14374817e-02 3.00000000e+00
 6.00000000e+00 5.66877250e+03 8.50000000e+01]","[1.0000000e+02 0.0000000e+00 0.0000000e+00 3.0000000e+00 6.0000000e+00
 5.6687725e+03 8.5000000e+01]","[1.0000000e+00 1.0000000e+02 9.1000000e+01 3.0000000e+00 6.0000000e+00
 5.6687725e+03 8.5000000e+01]","[1.0000000e+02 1.8994900e+01 1.0000000e+00 3.0000000e+00 6.0000000e+00
 5.6687725e+03 8.5000000e+01]","[6.84236789e-01 2.00000000e-01 9.99924268e-01 8.56414216e-04
 7.57417902e-02 2.40000000e-01 8.56414216e-04 3.14647740e-03
 3.14647740e-03 3.14647740e-03 9.50523417e-01 5.12897687e-01]","[1.61390801e-01 2.40000000e-01 9.99668011e-01 4.53120300e-05
 1.23430945e-01 2.90000000e-01 4.53120300e-05 1.35420155e-03
 1.35420155e-03 1.35420155e-03 1.99733346e-01 6.60372264e-01]","[[7.45564949e-02 5.00000000e-02 9.99947139e-01 1.38865237e-04
  2.67992777e-02 1.30000000e-01 1.38865237e-04 6.60408719e-04
  6.60408719e-04 6.60408719e-04 2.54350209e-02 8.00126603e-03]]","[1.01094967e-02 3.00000000e-02 9.99828297e-01 1.00783571e-04
 7.85242115e-02 9.00000000e-02 1.00783571e-04 4.94969392e-04
 4.94969392e-04 4.94969392e-04 7.25540939e-03 7.39752246e-03]",266.6583136443071,397.0,107.0,377.00509999999997,130.3416863556929,-290.0,-159.6583136443071,-270.00509999999997,0.48879663481842306,-0.7304785894206549,-0.5987374309179565,-0.7161842107706236,4.1968183517456055,3.501469135284424,8.612075090408325,10.070565223693848,1.1985878468709388,0.4873179004697486,0.4065767075329122,1.1693540892264063,1002,302
4,"[7.43794649e+01 4.89643622e+01 3.00947807e-02 3.00000000e+00
 1.00000000e+01 2.44384992e+04 7.60000000e+01]","[1.00000000e+02 6.81975051e+00 0.00000000e+00 3.00000000e+00
 1.00000000e+01 2.44384992e+04 7.60000000e+01]","[9.60000000e+01 1.00000000e+02 0.00000000e+00 3.00000000e+00
 1.00000000e+01 2.44384992e+04 7.60000000e+01]","[1.00000000e+02 2.18190000e+01 0.00000000e+00 3.00000000e+00
 1.00000000e+01 2.44384992e+04 7.60000000e+01]","[0.28947365 0.19       0.99995918 0.97064707 0.13696985 0.2
 0.97064707 0.80396544 0.80396544 0.80396544 0.07734117 0.12040633]","[0.29043388 0.15       0.99996598 0.00155592 0.09331913 0.17
 0.00155592 0.0018428  0.0018428  0.0018428  0.37840853 0.44419355]","[[0.80988667 0.19       0.99995918 0.00106733 0.06596682 0.17
  0.00106733 0.00109484 0.00109484 0.00109484 0.89939411 0.72199117]]","[8.65462313e-02 1.50000000e-01 9.99951933e-01 2.26393495e-04
 8.74710121e-02 1.40000000e-01 2.26393495e-04 1.39336942e-04
 1.39336942e-04 1.39336942e-04 9.45864516e-02 1.69054329e-01]",322.3850078632681,390.1802494949495,293.0,375.181,67.79524163168145,-97.18024949494952,-29.385007863268072,-82.18099999999998,0.21029278650710453,-0.24906501449199422,-0.09114880390384351,-0.2190436082850677,4.649704217910767,6.085249423980713,7.574305534362793,6.693696022033691,0.7640942702508202,0.6138786185500681,0.8034069125378436,0.8837372603555548,1002,203
5,"[4.17022005e+01 7.20324493e+01 1.14374817e-02 1.00000000e+00
 1.70000000e+01 1.97238846e+04 7.60000000e+01]","[0.00000000e+00 5.45636263e+00 0.00000000e+00 1.00000000e+00
 1.70000000e+01 1.97238846e+04 7.60000000e+01]","[9.50000000e+01 5.50200000e+00 0.00000000e+00 1.00000000e+00
 1.70000000e+01 1.97238846e+04 7.60000000e+01]","[0.00000000e+00 1.34170000e+01 0.00000000e+00 1.00000000e+00
 1.70000000e+01 1.97238846e+04 7.60000000e+01]","[8.48226316e-01 8.00000000e-02 9.99989429e-01 2.58178674e-04
 5.30350028e-02 1.10000000e-01 2.58178674e-04 6.72006605e-04
 6.72006605e-04 6.72006605e-04 8.88173091e-01 6.35624017e-01]","[4.50257171e-01 1.00000000e-01 9.99982830e-01 2.17930521e-04
 6.35488684e-02 1.00000000e-01 2.17930521e-04 5.07019065e-04
 5.07019065e-04 5.07019065e-04 2.27932722e-01 6.48513566e-01]","[[6.31912904e-01 8.00000000e-02 9.99961637e-01 4.11602043e-04
  6.25066206e-02 1.80000000e-01 4.11602043e-04 5.85089757e-04
  5.85089757e-04 5.85089757e-04 4.93598593e-01 7.31583231e-01]]","[7.88792232e-02 5.00000000e-02 9.99991582e-01 1.20290430e-04
 1.02203908e-01 5.00000000e-02 1.20290430e-04 3.41850260e-04
 3.41850260e-04 3.41850260e-04 7.22856637e-02 7.42196793e-02]",268.6583136443071,293.5436373737374,388.498,285.58299999999997,24.885323729430297,94.9543626262626,119.83968635569289,102.91500000000002,0.09262815429705061,0.3234761396152064,0.44606729168394865,0.36036808913695856,4.191038131713867,0.16998624801635742,3.4995269775390625,0.34204816818237305,24.65515993570593,1.1976013211537204,0.0485740641827814,0.09774125771218034,186,5
6,"[4.29813652e+01 5.27058140e+00 6.84304861e-02 1.00000000e+00
 1.90000000e+01 2.98283710e+04 6.00000000e+00]","[1.0000000e+02 0.0000000e+00 0.0000000e+00 1.0000000e+00 1.9000000e+01
 2.9828371e+04 6.0000000e+00]","[1.0000000e+00 7.5986000e+00 0.0000000e+00 1.0000000e+00 1.9000000e+01
 2.9828371e+04 6.0000000e+00]","[1.0000000e+02 3.4779600e+01 0.0000000e+00 1.0000000e+00 1.9000000e+01
 2.9828371e+04 6.0000000e+00]","[0.53160933 0.33       0.99998953 0.96548453 0.57841373 0.23
 0.96548453 0.95729768 0.95729768 0.95729768 0.71821747 0.57273379]","[5.26570552e-01 2.30000000e-01 9.99989527e-01 1.26345273e-05
 1.49881229e-02 1.80000000e-01 1.26345273e-05 1.18447795e-03
 1.18447795e-03 1.18447795e-03 7.66632999e-01 5.80240481e-01]","[[8.35473167e-02 5.00000000e-02 9.99991756e-01 5.89962791e-05
  5.66121408e-02 1.40000000e-01 5.89962791e-05 1.65582629e-04
  1.65582629e-04 1.65582629e-04 8.84596139e-02 2.14500536e-01]]","[3.69777013e-02 2.00000000e-02 9.99995164e-01 2.56187878e-05
 3.17987062e-02 2.00000000e-02 2.56187878e-05 4.20373369e-05
 4.20373369e-05 4.20373369e-05 3.41418009e-02 6.53645334e-02]",336.6423533335883,399.0,292.40139999999997,364.2204,62.35764666641171,-106.59860000000003,-44.24095333358832,-71.81900000000002,0.1852341098763048,-0.267164411027569,-0.1314182630185832,-0.197185550287683,5.083327770233154,3.4851839542388916,0.4275224208831787,6.760444402694702,1.458553647950348,11.890201593946772,8.152049539388308,15.813075694904914,54,203
7,"[5.96078288e+01 5.28344179e+00 3.43132343e-01 1.00000000e+00
 1.80000000e+01 6.10790240e+03 1.90000000e+01]","[0.0000000e+00 0.0000000e+00 0.0000000e+00 1.0000000e+00 1.8000000e+01
 6.1079024e+03 1.9000000e+01]","[1.0000000e+02 0.0000000e+00 4.6000000e+01 1.0000000e+00 1.8000000e+01
 6.1079024e+03 1.9000000e+01]","[0.0000000e+00 2.2775300e+01 1.0000000e+00 1.0000000e+00 1.8000000e+01
 6.1079024e+03 1.9000000e+01]","[0.5904923  0.21       0.9999086  0.95679913 0.85470171 0.14
 0.95679913 0.97270182 0.97270182 0.97270182 0.4736469  0.68810409]","[6.68829557e-01 1.40000000e-01 9.99947028e-01 1.01855549e-05
 1.56452312e-01 1.10000000e-01 1.01855549e-05 1.67724206e-03
 1.67724206e-03 1.67724206e-03 1.94931438e-01 4.64822983e-01]","[[3.80179905e-01 1.30000000e-01 9.99939941e-01 5.44831469e-06
  1.56452312e-01 1.80000000e-01 5.44831469e-06 6.06413562e-04
  6.06413562e-04 6.06413562e-04 8.04477683e-01 3.46517630e-01]]","[6.10546543e-03 3.00000000e-02 9.99988704e-01 9.44696104e-06
 2.41133853e-02 6.00000000e-02 9.44696104e-06 2.86866717e-05
 2.86866717e-05 2.86866717e-05 2.24624724e-03 4.20130789e-03]",352.9812546742314,299.0,353.0,275.2247,-53.98125467423142,54.0,0.01874532576857746,77.77530000000002,-0.15292952234546012,0.1806020066889632,5.3105725928357404e-05,0.2825883723372213,4.0250403881073,0.48320555686950684,21.34965443611145,0.3517460823059082,8.329871895894383,0.18852953335390876,0.022632945105293994,0.016475493004278058,1002,5
8,"[4.17022005e+01 7.20324493e+01 1.14374817e-02 1.00000000e+00
 2.30000000e+01 1.24119699e+04 7.70000000e+01]","[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00
 2.30000000e+01 1.24119699e+04 7.70000000e+01]","[9.50000000e+01 1.00000000e+02 0.00000000e+00 1.00000000e+00
 2.30000000e+01 1.24119699e+04 7.70000000e+01]","[0.00000000e+00 3.31747000e+01 0.00000000e+00 1.00000000e+00
 2.30000000e+01 1.24119699e+04 7.70000000e+01]","[6.88249046e-01 1.00000000e-01 9.99945919e-01 1.83247665e-04
 1.85620849e-02 1.00000000e-01 1.83247665e-04 6.72006605e-04
 6.72006605e-04 6.72006605e-04 8.48445798e-01 3.81112551e-01]","[4.37330865e-01 1.90000000e-01 9.99885361e-01 1.71916350e-05
 1.11652392e-02 1.90000000e-01 1.71916350e-05 1.03152525e-03
 1.03152525e-03 1.03152525e-03 9.42663308e-02 5.45499504e-01]","[[6.88249046e-01 1.00000000e-01 9.99945919e-01 1.83247665e-04
  1.85620849e-02 1.00000000e-01 1.83247665e-04 6.72006605e-04
  6.72006605e-04 6.72006605e-04 8.48445798e-01 3.81112551e-01]]","[4.31906358e-02 0.00000000e+00 9.99986909e-01 6.06567656e-05
 2.80699595e-02 1.00000000e-02 6.06567656e-05 8.47714440e-05
 8.47714440e-05 8.47714440e-05 4.93798845e-02 5.67559906e-02]",268.6583136443071,299.0,294.0,265.82529999999997,30.3416863556929,-5.0,25.3416863556929,28.17470000000003,0.11293782777131581,-0.016722408026755852,0.09432682730691254,0.1059895352323501,3.849750280380249,0.3019750118255615,6.918597936630249,0.3312699794769287,12.748572330892367,0.5564350343294117,0.04364685079136721,0.047881085519225305,1002,5
9,"[4.17022005e+01 7.20324493e+01 1.14374817e-02 4.00000000e+00
 1.70000000e+01 3.63740466e+04 4.90000000e+01]","[1.00000000e+02 4.99937000e+01 0.00000000e+00 4.00000000e+00
 1.70000000e+01 3.63740466e+04 4.90000000e+01]","[9.60000000e+01 1.11150000e+00 0.00000000e+00 4.00000000e+00
 1.70000000e+01 3.63740466e+04 4.90000000e+01]","[1.00000000e+02 3.41170000e+01 0.00000000e+00 4.00000000e+00
 1.70000000e+01 3.63740466e+04 4.90000000e+01]","[7.68327400e-01 1.30000000e-01 9.99993848e-01 1.14964760e-04
 1.94656303e-02 1.00000000e-01 1.14964760e-04 8.66286594e-05
 8.66286594e-05 8.66286594e-05 7.18909530e-01 4.03056109e-01]","[7.68327400e-01 1.30000000e-01 9.99993848e-01 1.14964760e-04
 1.94656303e-02 1.00000000e-01 1.14964760e-04 8.66286594e-05
 8.66286594e-05 8.66286594e-05 7.18909530e-01 4.03056109e-01]","[1.32910844e-01 3.60000000e-01 9.99987600e-01 1.94678898e-05
 2.39524844e-02 3.50000000e-01 1.94678898e-05 5.91105099e-04
 5.91105099e-04 5.91105099e-04 4.81510975e-01 6.62977597e-01]","[2.99387002e-02 3.00000000e-02 9.99993743e-01 3.31901108e-05
 3.83085646e-02 1.10000000e-01 3.31901108e-05 4.76217063e-05
 4.76217063e-05 4.76217063e-05 2.54166332e-02 7.95165242e-02]",265.6583136443071,346.0063,390.8885,361.883,80.34798635569291,44.88220000000001,125.23018635569292,29.00550000000004,0.3024486049522686,0.12971497917812483,0.47139569862422986,0.08015159595780968,3.6548545360565186,5.568543195724487,3.450861930847168,2.972104787826538,0.6563394423989933,1.0591135227364115,1.613667340888785,0.8612644746111017,210,102
