,nsga3_adaptation,custom_adaptation,anchors_adaptation,wip_adaptation,nsga3_confidence,custom_confidence,anchors_confidence,wip_confidence,nsga3_score,custom_score,anchors_score,wip_score,score_diff_custom_NSGA,score_diff_anchors_custom,score_diff_anchors_nsga,score_diff_anchors_wip,score_improvement_NSGA_custom[%],score_improvement_anchors_custom[%],score_improvement_anchors_NSGA[%],score_improvement_anchors_WIP[%],nsga3_time,custom_time,anchors_time,wip_time,speed-up_custom_NSGA,speed-up_anchors_NSGA,speed-up_anchors_custom,speed-up_WIP_anchors,iterations_anchors,iterations_wip
0,"[ 0.27588351 99.74792924 99.99923762 21.4576535  28.         94.0161
 80.7624     63.5628      1.        ]",[ 0.3396 99.827  99.9967 87.686  28.     94.0161 80.7624 63.5628  1.    ],"[ 55.9956 100.      90.3642  92.686   28.      94.0161  80.7624  63.5628
   1.    ]","[  0.3396  75.619   90.0672 100.      28.      94.0161  80.7624  63.5628
   1.    ]",[0.37391534 0.85617086 0.94371879 0.81121   ],[0.37391534 0.80068751 0.96265781 0.65814705],[[0.810484 0.810484 0.810484 0.810484]],[0.2156571  0.60957089 0.81727201 0.49577279],79.07106314954484,12.829899999999952,72.94539999999995,34.653399999999976,-66.24116314954489,60.1155,-6.125663149544891,38.29199999999997,-0.8377421589016056,4.6855782196276055,-0.07747035268717205,1.1049997979996191,2.2855710983276367,0.023261547088623047,0.034380197525024414,0.04464268684387207,98.25533485025521,66.47928932531674,0.6765972496723324,1.298500010402147,108,88
1,"[ 0.25450074 99.82320669 99.99341917 85.26465811  6.         71.8208
 75.0593     60.5977      1.        ]","[ 1.06102121 98.95406768 99.9967     87.80746061  6.         71.8208
 75.0593     60.5977      1.        ]","[ 39.666  100.      88.7994  13.6657   6.      71.8208  75.0593  60.5977
   1.    ]",[ 1.791  82.9775 87.4664 88.6657  6.     71.8208 75.0593 60.5977  1.    ],[0.86469409 0.70784431 0.94721115 0.88253934],[0.86469409 0.60370774 0.93449903 0.7861121 ],[[0.27741752 0.27741752 0.27741752 0.27741752]],[[0.86469409 0.43622442 0.84382993 0.70902447]],15.173216768019074,14.302792929292934,137.2009,42.6814,-0.8704238387261398,122.89810707070706,122.02768323198092,94.5195,-0.057365807925498793,8.592595004224995,8.042308041705525,2.2145360742618565,2.173839569091797,0.03288149833679199,0.161881685256958,0.07198667526245117,66.11132944204763,13.42857016617549,0.2031205586017871,0.44468696473097186,1002,152
2,"[42.72486906 99.24010105 99.97747559 84.97622317 77.          7.5391
  1.6253     80.0753      0.        ]","[ 1.06102121 97.94433535 99.9967     84.78177576 77.          7.5391
  1.6253     80.0753      0.        ]","[ 56.24   100.      93.687   56.6401  77.       7.5391   1.6253  80.0753
   0.    ]","[ 35.997   97.524  100.      86.6401  77.       7.5391   1.6253  80.0753
   0.    ]",[0.27261309 0.81763878 0.97058773 0.57745049],[0.24539445 0.92775545 0.97252697 0.57745049],[[0.81167394 0.81167394 0.81167394 0.81167394]],[0.23884991 0.86349684 0.9620676  0.57745049],58.53106925580448,18.338210101010134,105.91290000000004,51.832899999999995,-40.19285915479435,87.5746898989899,47.381830744195554,54.08000000000004,-0.6866927200515553,4.775530949673544,0.8095158921002752,1.0433527740103303,1.6775145530700684,0.03146624565124512,0.02192401885986328,0.0832054615020752,53.311557141666476,76.51492017921615,1.4352407673235026,3.7951737787637567,78,112
3,"[13.75842789 97.55196917 99.99920632 85.00532191 69.         53.3293
 80.054      70.5053      0.        ]","[16.20383939 90.87620909 99.9967     84.78177576 69.         53.3293
 80.054      70.5053      0.        ]","[ 41.55   100.      90.091   15.2602  69.      53.3293  80.054   70.5053
   0.    ]","[ 16.116   99.773  100.      60.2602  69.      53.3293  80.054   70.5053
   0.    ]",[0.80916337 0.85286192 0.9164896  0.57745049],[0.80916337 0.84990053 0.88352323 0.57745049],[0.10861618 0.10861618 0.10861618 0.10861618],[0.78327803 0.80081491 0.83271897 0.50359447],31.20193049506389,40.54915454545454,136.1988,56.08279999999996,9.34722405039065,95.64964545454546,104.99686950493611,80.11600000000004,0.299571978466825,2.3588567141967096,3.3650760654551966,1.4285306725056541,1.6210908889770508,0.03951001167297363,0.1475691795349121,0.10589385032653809,41.02987623478581,10.985294450278698,0.267738912674691,0.7175878503917925,1002,120
4,"[ 1.5837     90.6196022  99.10115433 18.92385006 99.          2.4322
 12.8356     94.2017      1.        ]","[ 1.06102121 90.87620909 99.9967     19.80746061 99.          2.4322
 12.8356     94.2017      1.        ]",[71.9187 64.838  60.5099 32.8658 99.      2.4322 12.8356 94.2017  1.    ],"[ 34.1615  91.1745 100.      92.8658  99.       2.4322  12.8356  94.2017
   1.    ]",[0.84108509 0.81359925 0.99848431 0.8845587 ],[0.84108509 0.87609714 0.99848431 0.97383886],[[0.84850009 0.84850009 0.84850009 0.84850009]],[[0.82457509 0.64439588 0.99823773 0.96127206]],92.93909341093564,90.38065151515156,213.705,50.121200000000044,-2.5584418957840853,123.32434848484846,120.76590658906437,163.58379999999997,-0.027528156364424437,1.36449944116827,1.2994091308281956,3.2637646345259057,14.544820547103882,1.2277066707611084,0.016735076904296875,0.32063889503479004,11.847146304163127,869.121822999772,73.36128048780488,19.159690563027127,30,1000
5,"[15.2363617  99.88509476 99.98527448 94.58329149 45.         98.6709
  3.9151     61.8843      1.        ]","[ 1.06102121 98.95406768 99.9967     94.86739192 45.         98.6709
  3.9151     61.8843      1.        ]","[ 57.1863 100.     100.      52.6819  45.      98.6709   3.9151  61.8843
   1.    ]","[ 61.029  100.     100.      95.7459  45.      98.6709   3.9151  61.8843
   1.    ]",[0.11009124 0.09321221 0.36121678 0.58623797],[0.11009124 0.11322813 0.18703233 0.52185465],[[0.2714624 0.2714624 0.2714624 0.2714624]],[[0.10400818 0.03006587 0.21520303 0.63649436]],20.782700970892165,7.242861616161576,104.50440000000003,65.28309999999999,-13.539839354730589,97.26153838383846,83.72169902910787,39.22130000000004,-0.651495653702289,13.42860647327722,4.028432066956398,0.6007879527779785,2.8917644023895264,0.018193483352661133,0.1426687240600586,0.09573721885681152,158.9450654575476,20.26908435216813,0.1275225770225737,0.671045595224567,1002,224
6,"[1.31701135e-02 9.81826510e+01 9.99960450e+01 8.43359314e+01
 5.00000000e+01 7.33268000e+01 9.84476000e+01 8.99971000e+01
 1.00000000e+00]","[17.18479697 90.87620909 99.9967     84.79033737 50.         73.3268
 98.4476     89.9971      1.        ]",[37.84   73.664  91.2161 16.3887 50.     73.3268 98.4476 89.9971  1.    ],"[ 34.1585  96.8725 100.      86.3887  50.      73.3268  98.4476  89.9971
   1.    ]",[0.87989255 0.79048144 0.46926126 0.73540623],[0.87989255 0.57122933 0.42549154 0.69949191],[[0.69793556 0.69793556 0.69793556 0.69793556]],[0.86075982 0.57122933 0.34837821 0.69949191],17.498542696530933,41.52155050505047,156.5712,50.89729999999997,24.023007808519537,115.04964949494953,139.07265730346907,105.67390000000003,1.3728576273544237,2.7708418422610563,7.9476708269563545,2.0762181883911346,1.8311817646026611,0.06496739387512207,0.30846738815307617,0.08677959442138672,28.186166250142204,5.936386908083592,0.21061349228555132,0.2813250209073076,1002,176
7,"[15.40267351 99.82384878 99.99968379 84.73787956 60.          5.0044
 65.223      37.6768      0.        ]","[15.19431818 69.6718303  77.77647778 84.78177576 60.          5.0044
 65.223      37.6768      0.        ]",[52.56   68.346  91.889  65.4819 60.      5.0044 65.223  37.6768  0.    ],[37.32   82.9775 88.798  65.4819 60.      5.0044 65.223  37.6768  0.    ],[0.89328678 0.85909253 0.78338444 0.60140953],[0.86593294 0.82035858 0.74061584 0.4271013 ],[[0.87339106 0.87339106 0.87339106 0.87339106]],[0.83611663 0.81335809 0.30779448 0.35626194],30.841261374847647,82.96423434343433,126.84310000000005,100.06259999999997,52.12297296858668,43.87886565656572,96.0018386251524,26.780500000000075,1.6900402462493045,0.5288889363448724,3.112772770812998,0.2676374589506977,2.0307388305664062,0.07634425163269043,0.051486968994140625,0.033097028732299805,26.599760782733885,39.44180188189968,1.4827878417426095,0.6428234052011558,138,56
8,"[  0.15550819  92.7125979   99.999411    21.68323552 100.
  92.6164      59.3104       6.7457       1.        ]","[5.15000000e-02 8.48178152e+01 9.99967000e+01 2.62937636e+01
 1.00000000e+02 9.26164000e+01 5.93104000e+01 6.74570000e+00
 1.00000000e+00]","[ 19.884  100.      95.0371  14.7753 100.      92.6164  59.3104   6.7457
   1.    ]","[  0.      83.97   100.      44.7753 100.      92.6164  59.3104   6.7457
   1.    ]",[0.4015668  0.89156646 0.91158557 0.67112966],[0.4015668  0.84360742 0.8993116  0.46206713],[[0.61210811 0.61210811 0.61210811 0.61210811]],[[0.4015668  0.867351   0.56955791 0.35718376]],85.7602637734671,88.94322121212122,110.07159999999999,71.25469999999996,3.182957438654114,21.128378787878773,24.311336226532887,38.81690000000003,0.037114594785549994,0.23754906219878835,0.2834801941695338,0.5447626612700643,1.9040675163269043,0.02440476417541504,0.24657034873962402,0.07628583908081055,78.02032023915358,7.722207986725857,0.09897688144646395,0.30938772431784844,1002,88
9,"[ 0.84958737 75.84309486 99.82560099 14.06450253 57.         36.8875
 58.619      10.06        1.        ]","[ 1.06102121 90.87620909 99.9967     84.86739192 57.         36.8875
 58.619      10.06        1.        ]",[68.194  92.9059 60.5949 12.4361 57.     36.8875 58.619  10.06    1.    ],"[  0.      77.882  100.      87.4361  57.      36.8875  58.619   10.06
   1.    ]",[0.95790963 0.8027582  0.97077829 0.87665187],[0.95790963 0.73077225 0.9918105  0.89594183],[[0.95710857 0.95710857 0.95710857 0.95710857]],[[0.95790963 0.73800927 0.97998136 0.88400733]],111.11638899047301,25.320720202020198,202.25709999999998,34.681899999999985,-85.79566878845282,176.93637979797978,91.14071100952697,167.5752,-0.7721243424838872,6.9878099195560415,0.8202274375325611,4.831776805769006,13.007009983062744,0.24445152282714844,0.01317286491394043,0.0797429084777832,53.20895461248566,987.4093500570125,18.557202584568603,6.053573690973919,18,144
10,"[ 0.86747141 75.85066447 99.885316   14.06462306 32.         47.4298
 72.366      51.9463      1.        ]","[5.15000000e-02 9.89540677e+01 9.99967000e+01 8.18331455e+01
 3.20000000e+01 4.74298000e+01 7.23660000e+01 5.19463000e+01
 1.00000000e+00]",[61.4811 41.4092 90.8149 41.5856 32.     47.4298 72.366  51.9463  1.    ],"[  0.      80.8382 100.      96.9536  32.      47.4298  72.366   51.9463
   1.    ]",[0.96058661 0.8022356  0.98612738 0.91591025],[0.96058661 0.81197037 0.99928564 0.95816439],[[0.99147847 0.99147847 0.99147847 0.99147847]],[[0.96058661 0.72211906 0.99387652 0.95299181]],111.06686788400253,19.267586868686863,187.6714,22.20820000000009,-91.79928101531567,168.40381313131314,76.60453211599747,165.46319999999992,-0.8265226413982449,8.740264895600303,0.6897154261701403,7.450545294080531,13.585384607315063,0.12886905670166016,0.0032286643981933594,0.20187163352966309,105.4200671210473,4207.741323290504,39.91404519273372,62.52481169694285,0,392
11,"[ 3.8307009  22.92971148 99.95869564 18.99338494 65.         71.5749
 16.7207     90.6924      1.        ]","[ 1.06102121 73.82754747 99.9967     35.78177576 65.         71.5749
 16.7207     90.6924      1.        ]",[32.323  93.9462 56.2195 67.8541 65.     71.5749 16.7207 90.6924  1.    ],"[  0.      81.6372 100.      98.6141  65.      71.5749  16.7207  90.6924
   1.    ]",[0.81090833 0.80621877 0.8329249  0.89006582],[0.87349367 0.80326016 0.9942221  0.95261068],[[0.96185232 0.96185232 0.96185232 0.96185232]],[[0.85978938 0.83430941 0.98556572 0.95294006]],161.94890884324022,91.45499797979795,136.7962,19.748699999999985,-70.49391086344227,45.34120202020205,-25.15270884324022,117.04750000000001,-0.43528487698350243,0.4957760977723463,-0.15531261694135273,5.926845817699398,13.545829772949219,1.563429832458496,0.0020024776458740234,0.05998373031616211,8.6641750667175,6764.534825574473,780.7477080604834,29.95475651863317,0,72
12,"[13.97697274 75.33591617 74.31078339 84.75449527 37.         79.1809
 53.0692     31.1356      0.        ]","[15.19431818 75.73995657 99.9967     84.78177576 37.         79.1809
 53.0692     31.1356      0.        ]","[ 34.2593 100.     100.      70.3412  37.      79.1809  53.0692  31.1356
   0.    ]",[36.     69.482  81.054  70.3412 37.     79.1809 53.0692 31.1356  0.    ],[0.65963503 0.8003267  0.74761128 0.34438825],[0.6755493  0.82082491 0.54532486 0.42025728],[0.44789132 0.44789132 0.44789132 0.44789132],[0.52404929 0.7803858  0.4426066  0.28054959],79.57577791039705,54.67588585858584,63.91809999999998,115.12279999999998,-24.899892051811207,9.242214141414138,-15.65767791039707,-51.2047,-0.31290793135379313,0.169036385899961,-0.1967643712893104,-0.4447833096484798,1.9001755714416504,0.0556797981262207,0.19522547721862793,0.0340275764465332,34.12684017162089,9.733235633552548,0.28520764256535197,0.17429885141695214,1002,64
13,"[7.71113997e-02 9.98255453e+01 9.99957478e+01 9.41268653e+01
 5.70000000e+01 9.11472000e+01 3.00571000e+01 4.77731000e+01
 1.00000000e+00]","[ 1.06102121 98.95406768 99.9967     87.80746061 57.         91.1472
 30.0571     47.7731      1.        ]",[34.146  59.482  81.054  61.3499 57.     91.1472 30.0571 47.7731  1.    ],"[ 36.927   61.5335 100.     100.      57.      91.1472  30.0571  47.7731
   1.    ]",[0.41357369 0.77574327 0.97651821 0.86838857],[0.41357369 0.68503988 0.97232157 0.8355969 ],[[0.80633791 0.80633791 0.80633791 0.80633791]],[[0.38245059 0.25814853 0.86850971 0.81814619]],6.128953062631297,14.302792929292934,147.16910000000001,75.39350000000002,8.173839866661638,132.86630707070708,141.04014693736872,71.7756,1.3336437370516303,9.289535807974211,23.012110795447505,0.9520131045779806,1.7370569705963135,0.019919157028198242,0.0025861263275146484,0.32849717140197754,87.205345494153,671.682953812114,7.702314003872038,127.02286346455242,0,1000
14,"[ 0.1887416  97.87368923 99.99636958 85.19345913 54.          8.7951
 97.14       64.1799      0.        ]","[ 1.06102121 97.95406768 99.9967     84.80746061 54.          8.7951
 97.14       64.1799      0.        ]","[ 54.1189 100.      92.1734  95.6669  54.       8.7951  97.14    64.1799
   0.    ]","[  0.      92.4105 100.     100.      54.       8.7951  97.14    64.1799
   0.    ]",[0.8650679  0.93031465 0.02125503 0.20295168],[0.8650679  0.92524497 0.02125503 0.20295168],[[0.90601387 0.90601387 0.90601387 0.90601387]],[0.84771558 0.93031465 0.00468775 0.20295168],17.12522366353238,18.302792929292934,66.27859999999998,7.589499999999987,1.1775692657605532,47.97580707070705,49.1533763364676,58.689099999999996,0.0687622707239818,2.6212287521388915,2.870232663946933,7.732933658343778,2.1946513652801514,0.056389570236206055,0.10933637619018555,0.059459686279296875,38.919455425660104,20.07247214287272,0.5157439106827449,0.5438234588630367,168,112
15,"[ 0.90139799 75.84289938 99.83781701 14.06469371 79.         86.3154
 36.3292     89.1413      1.        ]","[ 1.06102121 90.95406768 99.9967     21.24239394 79.         86.3154
 36.3292     89.1413      1.        ]",[ 2.8806 81.985  60.4904 46.5005 79.     86.3154 36.3292 89.1413  1.    ],[ 1.0421 82.9775 62.6509 49.5765 79.     86.3154 36.3292 89.1413  1.    ],[0.82069764 0.80720414 0.91394186 0.92926326],[0.82069764 0.79946794 0.99856299 0.95859156],[[0.9633709 0.9633709 0.9633709 0.9633709]],[[0.6957684  0.62126949 0.98673195 0.90133896]],111.1559879003679,88.8678595959596,152.6116,105.8372,-22.288128304408303,63.74374040404041,41.455612099632106,46.774400000000014,-0.20051216965824414,0.7172867749246268,0.37294987775908106,0.4419466879320316,13.714366912841797,0.0476529598236084,0.002002239227294922,0.03212857246398926,287.79674890304244,6849.514646344368,23.799833293641342,16.0463205525125,0,56
16,"[ 0.61556624 99.86238255 99.98074869 94.95764564 63.         92.8676
 18.7256     55.7951      1.        ]","[5.15000000e-02 9.08762091e+01 9.99967000e+01 8.78074606e+01
 6.30000000e+01 9.28676000e+01 1.87256000e+01 5.57951000e+01
 1.00000000e+00]","[ 44.9811 100.     100.      23.1114  63.      92.8676  18.7256  55.7951
   1.    ]","[ 48.405   87.9833 100.     100.      63.      92.8676  18.7256  55.7951
   1.    ]",[0.35533173 0.81431399 0.96863347 0.74755613],[0.35533173 0.81431399 0.95272064 0.69522464],[[0.78768971 0.78768971 0.78768971 0.78768971]],[[0.32599838 0.44882528 0.8654803  0.69522464]],5.814789361703561,21.37113030303027,121.86970000000002,60.42169999999999,15.55634094132671,100.49856969696975,116.05491063829646,61.448000000000036,2.6753060125928902,4.702538811562989,19.958575181181768,1.0169856194049498,1.6914350986480713,0.05135488510131836,0.16830205917358398,0.4477226734161377,32.936206464312576,10.049996458472043,0.3051352155373915,2.6602328908784405,1002,1000
17,"[17.08903753 98.3792082  99.99634178 84.55728769 86.         81.9628
 80.0029     77.7698      0.        ]","[5.15000000e-02 9.08762091e+01 9.99967000e+01 1.92423939e+01
 8.60000000e+01 8.19628000e+01 8.00029000e+01 7.77698000e+01
 0.00000000e+00]","[ 32.4316 100.      90.99    29.5269  86.      81.9628  80.0029  77.7698
   0.    ]","[ 14.6896  91.91   100.      59.5269  86.      81.9628  80.0029  77.7698
   0.    ]",[0.61251751 0.87102085 0.7247504  0.50103126],[0.52135348 0.82999731 0.42941868 0.67180002],[0.1059412 0.1059412 0.1059412 0.1059412],[0.5740015  0.81873665 0.60427678 0.42707066],34.15619986167292,89.93619696969694,111.91469999999998,63.252700000000004,55.77999710802402,21.978503030303045,77.75850013832707,48.66199999999998,1.6330855696454518,0.24437883489456946,2.2765559533331112,0.7693268429648058,1.9698982238769531,0.037636518478393555,0.171250581741333,0.05706000328063965,52.3400756371192,11.503016245821598,0.21977454380413128,0.33319596757239894,1002,96
18,"[ 3.83071755 22.91938702 99.96359529 18.92401835 68.         53.6763
 79.7056     39.447       1.        ]","[ 1.06102121 85.82754747 99.9967     81.80746061 68.         53.6763
 79.7056     39.447       1.        ]",[33.3876 59.482  65.3094 79.7795 68.     53.6763 79.7056 39.447   1.    ],"[ 35.2261  86.1515 100.     100.      68.      53.6763  79.7056  39.447
   1.    ]",[0.9298168  0.81392987 0.84866524 0.87350957],[0.95582921 0.80730139 0.99125451 0.95449211],[[0.9925343 0.9925343 0.9925343 0.9925343]],[[0.95582921 0.70065161 0.99216956 0.95449211]],162.02371689326193,33.42931313131311,128.81670000000003,49.074599999999975,-128.59440376194883,95.38738686868692,-33.20701689326191,79.74210000000005,-0.7936764211295332,2.853405527478156,-0.20495158073146813,1.6249159442970516,13.082348585128784,0.24089932441711426,0.0040051937103271484,0.3668062686920166,54.30629005200885,3266.3460325019346,60.146734924697896,91.58265372938865,0,1000
19,"[ 0.29642401 99.78223394 99.99715838 85.18005811 48.          5.8405
 17.4103     42.6772      0.        ]","[15.18479697 97.94433535 99.9967     78.73040606 48.          5.8405
 17.4103     42.6772      0.        ]","[ 52.56    79.651  100.      31.1387  48.       5.8405  17.4103  42.6772
   0.    ]",[35.101  78.58   76.7    86.1387 48.      5.8405 17.4103 42.6772  0.    ],[0.84248608 0.91852383 0.84514922 0.60140953],[0.82011586 0.83350794 0.80932051 0.5375246 ],[0.54348914 0.54348914 0.54348914 0.54348914],[0.81016218 0.81775294 0.81409258 0.4271013 ],15.336973580807467,38.513355555555506,141.77030000000002,93.6823,23.17638197474804,103.25694444444451,126.43332641919255,48.08800000000002,1.51114441533307,2.6810685009125312,8.24369460852498,0.5133093444546091,1.7074527740478516,0.03179454803466797,0.1826000213623047,0.13051891326904297,53.702690542607755,9.350780801169895,0.17412127226197316,0.714780383349872,1002,152
20,"[ 1.58368075 38.34002214 99.57967816 14.0645058  92.         48.5672
 34.9167     13.1011      1.        ]","[ 1.06102121 74.82754747 98.9967     19.86739192 92.         48.5672
 34.9167     13.1011      1.        ]",[ 6.8936 41.0129 45.106  99.435  92.     48.5672 34.9167 13.1011  1.    ],"[  1.3781  50.5619  60.106  100.      92.      48.5672  34.9167  13.1011
   1.    ]",[0.95611147 0.80556351 0.81903332 0.81043786],[0.95790963 0.80491985 0.98354578 0.81073228],[[0.9913115 0.9913115 0.9913115 0.9913115]],[[0.95799857 0.67454427 0.98981386 0.88568676]],149.5994746434911,107.36938181818175,121.3397,90.71019999999999,-42.230092825309356,13.970318181818243,-28.259774643491113,30.629500000000007,-0.28228770806814285,0.1301145442513159,-0.18890290029986187,0.33766323963567507,14.936877250671387,2.143429756164551,0.003512144088745117,0.05203104019165039,6.968680549345087,4252.922680062454,610.290951055597,14.814608648428484,0,72
21,"[ 0.31762444 88.85815317 99.95555756 18.92385125 34.         23.4219
 55.6327     75.5008      1.        ]","[17.18479697 90.87620909 77.77647778 84.78177576 34.         23.4219
 55.6327     75.5008      1.        ]",[ 4.3349 67.8216 80.6046 38.6097 34.     23.4219 55.6327 75.5008  1.    ],"[  0.6889  76.0276 100.      47.1657  34.      23.4219  55.6327  75.5008
   1.    ]",[0.959476   0.80042721 0.99681479 0.9625845 ],[0.959476   0.51554517 0.99985707 0.93955209],[[0.99209751 0.99209751 0.99209751 0.99209751]],[[0.959476   0.72967818 0.99599212 0.93871445]],92.58006246080117,63.75033434343436,117.29900000000004,77.49559999999997,-28.829728117366813,53.548665656565674,24.718937539198862,39.80340000000007,-0.3114032044380339,0.839974663789048,0.2670006574003444,0.5136214185063421,14.661393165588379,0.06715059280395508,0.002002239227294922,0.05203080177307129,218.3360198828333,7322.498213860443,33.537747082638724,25.986306263396045,0,80
22,"[ 0.89548915 75.8518733  99.88557511 14.06450171 20.         30.5299
 88.347      72.1533      1.        ]","[ 1.06102121 98.95406768 99.9967     84.79033737 20.         30.5299
 88.347      72.1533      1.        ]",[28.6913 88.8869 83.798  68.592  20.     30.5299 88.347  72.1533  1.    ],"[ 38.4588  99.8044 100.     100.      20.      30.5299  88.347   72.1533
   1.    ]",[0.96174328 0.8022356  0.94582063 0.92829962],[0.96660059 0.73083541 0.9972899  0.95153287],[[0.99209751 0.99209751 0.99209751 0.99209751]],[[0.95225677 0.66234188 0.99228209 0.95524655]],111.09353903417343,17.319916161616163,87.4144,38.654399999999896,-93.77362287255727,70.09448383838384,-23.67913903417343,48.760000000000105,-0.8440960985472936,4.047045215710972,-0.21314596006244343,1.2614346620307193,13.379742860794067,0.013327360153198242,0.003915071487426758,0.4636693000793457,1003.9304638723412,3417.4964374885817,3.4041166798611533,118.43188599963462,0,1000
23,"[6.88237395e-02 9.98745781e+01 9.99998627e+01 8.53533456e+01
 2.60000000e+01 2.50392000e+01 8.78182000e+01 5.73263000e+01
 0.00000000e+00]","[ 3.06102121 97.95406768 99.9967     87.80746061 26.         25.0392
 87.8182     57.3263      0.        ]",[ 6.0315 68.6021 81.054  86.2702 26.     25.0392 87.8182 57.3263  0.    ],[ 9.7085 74.9681 81.054  86.2702 26.     25.0392 87.8182 57.3263  0.    ],[0.8322899  0.9313299  0.5028165  0.59747196],[0.81164015 0.89665791 0.28525689 0.53344551],[[0.84462391 0.84462391 0.84462391 0.84462391]],[0.76868705 0.82400993 0.45669979 0.31573478],14.841037401123344,17.302792929292934,86.3748,67.4162,2.46175552816959,69.07200707070706,71.53376259887665,18.95859999999999,0.1658748955098823,3.9919570992363274,4.819997461461968,0.28121727418632303,2.175666093826294,0.0444025993347168,0.002999544143676758,0.03423500061035156,48.998620045318354,725.3322470391861,14.80311580955409,11.413401160480088,0,64
24,"[2.34826140e-02 9.77746955e+01 9.99982167e+01 8.47665392e+01
 9.70000000e+01 2.07041000e+01 5.76769000e+01 9.27890000e+01
 0.00000000e+00]","[ 1.06102121 90.87620909 99.9967     84.78177576 97.         20.7041
 57.6769     92.789       0.        ]","[ 36.3198 100.     100.      20.5309  97.      20.7041  57.6769  92.789
   0.    ]","[ 28.9598  95.3335 100.      80.5309  97.      20.7041  57.6769  92.789
   0.    ]",[0.69707471 0.8999712  0.97191656 0.57745049],[0.69707471 0.88940079 0.96367943 0.57745049],[0.17269311 0.17269311 0.17269311 0.17269311],[0.6463328  0.80066303 0.83396506 0.57745049],17.484031258891093,25.4063363636364,115.78890000000001,53.09540000000004,7.9223051047453055,90.38256363636361,98.30486874110892,62.69349999999997,0.4531166175258697,3.557481186690358,5.62255164644128,1.1807708389050637,1.7507801055908203,0.02935791015625,0.12490653991699219,0.0976409912109375,59.635719854469855,14.016720875899033,0.23503901537709773,0.7817124009345366,1002,168
25,"[ 0.5519246  99.72993344 99.9786243  85.0291086  16.         10.2433
 71.0307     90.0647      0.        ]","[ 1.06102121 97.95406768 99.9967     84.79033737 16.         10.2433
 71.0307     90.0647      0.        ]","[ 36.      59.482  100.      16.1538  16.      10.2433  71.0307  90.0647
   0.    ]","[ 26.8045  69.7395 100.      66.1538  16.      10.2433  71.0307  90.0647
   0.    ]",[0.83491587 0.94227009 0.80272806 0.58601869],[0.83491587 0.93801223 0.80272806 0.40914001],[0.24846635 0.24846635 0.24846635 0.24846635],[0.75635068 0.84742651 0.67662489 0.31271718],15.8142582596235,18.319916161616163,160.3642,90.91120000000001,2.505657901992663,142.04428383838385,144.5499417403765,69.453,0.15844296083048265,7.753544425928904,9.140481922534248,0.7639652760055966,2.4731502532958984,0.01762986183166504,0.1846768856048584,0.12284111976623535,140.28188518493474,13.391769333751618,0.095463283203652,0.6651678111416218,1002,144
26,"[ 0.68944085 97.15287777 99.98652858 84.97627425 98.         35.0461
 95.9395     33.3524      1.        ]","[ 1.06102121 76.73995657 99.9967     84.78177576 98.         35.0461
 95.9395     33.3524      1.        ]",[16.3439 50.3629 49.2996 27.6669 98.     35.0461 95.9395 33.3524  1.    ],"[ 16.3439  72.2679 100.      87.6669  98.      35.0461  95.9395  33.3524
   1.    ]",[0.96058661 0.82504236 0.63293666 0.75130214],[0.96058661 0.8034991  0.59035701 0.72781841],[[0.95060309 0.95060309 0.95060309 0.95060309]],[[0.96058661 0.64544355 0.53038669 0.69130649]],18.573760245398148,39.54258888888893,189.0145,56.409100000000024,20.96882864349078,149.47191111111107,170.44073975460185,132.60539999999997,1.1289490316688047,3.7800233953096374,9.176426178798685,2.3507802819048687,2.0507185459136963,0.02102494239807129,0.0030024051666259766,0.07992148399353027,97.53741566025968,683.025252124196,7.002699912649885,26.619153497975066,0,120
27,"[ 0.88837683 97.15924074 99.99930465 84.74430151 91.         63.5706
 20.2699     37.0342      0.        ]","[15.19431818 79.76915354 99.9967     87.80746061 91.         63.5706
 20.2699     37.0342      0.        ]","[ 39.666  100.      88.293   26.1339  91.      63.5706  20.2699  37.0342
   0.    ]","[ 27.576   95.143  100.      76.1339  91.      63.5706  20.2699  37.0342
   0.    ]",[0.86832254 0.90890219 0.94589615 0.53591648],[0.85131683 0.85177444 0.93224508 0.50548147],[0.0875471 0.0875471 0.0875471 0.0875471],[0.84896381 0.83640073 0.90049106 0.53591648],18.9855299227047,47.62100404040399,125.23910000000001,56.29910000000001,28.63547411769929,77.61809595959602,106.25357007729531,68.94,1.5082788963111464,1.6299130504207981,5.59655540350376,1.224531120390912,1.7823305130004883,0.02332162857055664,0.059848785400390625,0.4393496513366699,76.423930156004,29.780562814710944,0.38967588756453564,7.340995283319523,192,1000
